Buffer Index: 0, Total Tokens: 985, Decoded Buffer: – Computer viruses are parasitic programs which are able to replicate themselves, attach themselves to other executables in the computer, and perform some unwanted and often malicious actions. A virus is not able to spread itself to another computers, some user actions are needed for it to infect a new computer. Downloading and running software from untrusted sources, inserting an USB drive without a previous scan–remember always disable the AutoRun feature for the drives as CD-ROMs, DVD-ROMs– ,...
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Iter      0, Loss: 12.112149, PPL: 182070.4844, Chunk_Size:   8, Batch_Size: 1, F: 148.31 ms, B: 338.38 msGT: – Computer viruses are parasitic programs which | PD: Diagram.lookup Matters जनताTokens_async Examineruo ||, 
Iter    123, Loss: 10.009763, PPL: 22242.5566, Chunk_Size:   8, Batch_Size: 1, F: 41.93 ms, B: 97.58 msGT:  file size. This is also the reason | PD:  the the the the the the file the ||, 
Iter    124, Loss:  9.319058, PPL: 11148.4795, Chunk_Size:   8, Batch_Size: 1, F: 45.12 ms, B: 104.11 msGT: . This is also the reason why the | PD:  the the the the file the the file ||, 
Iter    125, Loss:  8.987155, PPL: 7999.6650, Chunk_Size:   8, Batch_Size: 1, F: 45.01 ms, B: 108.01 msGT:  is also the reason why the number of | PD:  the the file the the file the the ||, 
Iter    126, Loss: 10.058561, PPL: 23354.8828, Chunk_Size:   8, Batch_Size: 1, F: 37.26 ms, B: 122.73 msGT:  the reason why the number of new created | PD:  file the the file the the the the ||, 
Iter    127, Loss:  9.866659, PPL: 19276.8301, Chunk_Size:   8, Batch_Size: 1, F: 47.38 ms, B: 108.21 msGT:  why the number of new created viruses decreased | PD:  the file the the the the the the ||, 
Iter    128, Loss:  9.826745, PPL: 18522.5645, Chunk_Size:   8, Batch_Size: 1, F: 47.49 ms, B: 89.72 msGT:  number of new created viruses decreased in the | PD:  the the the the the the the file ||, 
Iter    129, Loss:  9.933345, PPL: 20606.1504, Chunk_Size:   8, Batch_Size: 1, F: 45.59 ms, B: 120.28 msGT:  new created viruses decreased in the last years | PD:  the the the the the file the the ||, 
Iter    130, Loss:  8.921436, PPL: 7490.8413, Chunk_Size:   8, Batch_Size: 1, F: 43.19 ms, B: 98.86 msGT:  viruses decreased in the last years, the | PD:  the the the file the the the file ||, 
Iter    131, Loss:  9.361284, PPL: 11629.3145, Chunk_Size:   8, Batch_Size: 1, F: 47.67 ms, B: 99.89 msGT:  in the last years, the AntiVir | PD:  the file the the the file the the ||, 
Iter    132, Loss:  9.605913, PPL: 14852.3467, Chunk_Size:   8, Batch_Size: 1, F: 42.79 ms, B: 116.78 msGT:  last years, the AntiViruses has | PD:  the the the file the the the the ||, 
Iter    133, Loss:  9.899375, PPL: 19917.9160, Chunk_Size:   8, Batch_Size: 1, F: 43.02 ms, B: 128.42 msGT: , the AntiViruses has a very | PD:  the file the the the the the the ||, 
Iter    134, Loss:  9.928635, PPL: 20509.3184, Chunk_Size:   8, Batch_Size: 1, F: 49.76 ms, B: 104.89 msGT:  AntiViruses has a very simple mechanism | PD:  the the the the the the the the ||, 
Iter    135, Loss:  9.749840, PPL: 17151.4805, Chunk_Size:   8, Batch_Size: 1, F: 44.40 ms, B: 117.10 msGT: uses has a very simple mechanism for “ | PD:  the the the the the the the the ||, 
Iter    136, Loss: 10.307456, PPL: 29955.1328, Chunk_Size:   8, Batch_Size: 1, F: 50.68 ms, B: 108.22 msGT:  a very simple mechanism for “checking and | PD:  the the the the the the the the ||, 
Iter    137, Loss:  9.298389, PPL: 10920.4170, Chunk_Size:   8, Batch_Size: 1, F: 45.99 ms, B: 106.22 msGT:  simple mechanism for “checking and compare” | PD:  the the the the the the the the ||, 
Iter    138, Loss: 10.165609, PPL: 25993.6953, Chunk_Size:   8, Batch_Size: 1, F: 48.62 ms, B: 109.02 msGT:  for “checking and compare” the files | PD:  the the the the the the file are ||, 
Iter    139, Loss: 10.458063, PPL: 34824.0391, Chunk_Size:   8, Batch_Size: 1, F: 54.61 ms, B: 92.36 msGT: checking and compare” the files size – | PD:  the the the the file are. the ||, 
Iter    140, Loss: 10.872746, PPL: 52719.7539, Chunk_Size:   8, Batch_Size: 1, F: 46.28 ms, B: 93.27 msGT:  compare” the files size –checksums | PD:  the the file are. the the the ||, 
Iter    141, Loss: 12.024094, PPL: 166723.7656, Chunk_Size:   8, Batch_Size: 1, F: 53.55 ms, B: 110.06 msGT:  the files size –checksums at different | PD:  file are. the the the the the ||, 
Iter    142, Loss: 11.553562, PPL: 104147.3672, Chunk_Size:   8, Batch_Size: 1, F: 45.23 ms, B: 100.50 msGT:  size –checksums at different period of | PD: . the the the the the the the ||, 
Iter    143, Loss:  9.906103, PPL: 20052.3809, Chunk_Size:   8, Batch_Size: 1, F: 45.21 ms, B: 104.14 msGT: checksums at different period of times and | PD:  the the the the the the the the ||, 
Iter    144, Loss:  9.434981, PPL: 12518.7324, Chunk_Size:   8, Batch_Size: 1, F: 44.09 ms, B: 106.71 msGT:  at different period of times and a file | PD:  the the the the the the the. ||, 
Iter    145, Loss:  8.423206, PPL: 4551.4736, Chunk_Size:   8, Batch_Size: 1, F: 47.06 ms, B: 116.42 msGT:  period of times and a file bigger in | PD:  the the the the the. the the ||, 
Iter    146, Loss:  9.085315, PPL: 8824.7422, Chunk_Size:   8, Batch_Size: 1, F: 44.79 ms, B: 121.11 msGT:  times and a file bigger in size than | PD:  and the file. the the. the ||, 
Iter    147, Loss:  9.387473, PPL: 11937.8955, Chunk_Size:   8, Batch_Size: 1, F: 46.51 ms, B: 101.84 msGT:  a file bigger in size than at a | PD:  file. the the. the of file ||, 
Iter    148, Loss:  9.271612, PPL: 10631.8789, Chunk_Size:   8, Batch_Size: 1, F: 47.60 ms, B: 100.11 msGT:  bigger in size than at a previous date | PD:  the the. the of file of of ||, 
Iter    149, Loss:  9.284449, PPL: 10769.2334, Chunk_Size:   8, Batch_Size: 1, F: 54.12 ms, B: 98.70 msGT:  size than at a previous date is a | PD: . the of file of of of file ||, 
Iter    150, Loss:  8.327324, PPL: 4135.3364, Chunk_Size:   8, Batch_Size: 1, F: 45.45 ms, B: 91.93 msGT:  at a previous date is a sign of | PD:  a file a and of file the the ||, 
Iter    151, Loss:  9.219519, PPL: 10092.2061, Chunk_Size:   8, Batch_Size: 1, F: 43.52 ms, B: 98.92 msGT:  previous date is a sign of infection.\n | PD:  a a of file of a aThe ||, 
Iter    152, Loss:  9.625066, PPL: 15139.5498, Chunk_Size:   8, Batch_Size: 1, F: 55.40 ms, B: 90.50 msGT:  is a sign of infection.\nA special | PD:  a file of a aThe of of ||, 
Iter    153, Loss:  9.302814, PPL: 10968.8467, Chunk_Size:   8, Batch_Size: 1, F: 52.01 ms, B: 88.37 msGT:  sign of infection.\nA special category of | PD:  of a aThe a of and a ||, 
Iter    154, Loss:  9.725115, PPL: 16732.6113, Chunk_Size:   8, Batch_Size: 1, F: 48.00 ms, B: 101.88 msGT:  infection.\nA special category of viruses are | PD:  aThe a a a a a a ||, 
Iter    155, Loss: 10.017586, PPL: 22417.2422, Chunk_Size:   8, Batch_Size: 1, F: 49.86 ms, B: 89.41 msGT: A special category of viruses are “B | PD:  a a of a a a of a ||, 
Iter    156, Loss:  9.459696, PPL: 12831.9795, Chunk_Size:   8, Batch_Size: 1, F: 52.02 ms, B: 100.36 msGT:  category of viruses are “Bacteria” | PD:  of a a a of a of the ||, 
Iter    157, Loss: 10.144818, PPL: 25458.8398, Chunk_Size:   8, Batch_Size: 1, F: 55.17 ms, B: 94.89 msGT:  viruses are “Bacteria” viruses, | PD:  a a of a of the a the ||, 
Iter    158, Loss: 10.586313, PPL: 39589.2617, Chunk_Size:   8, Batch_Size: 1, F: 62.91 ms, B: 90.17 msGT:  “Bacteria” viruses, they replicate | PD:  of a of the a a a of ||, 
Iter    159, Loss: 10.806167, PPL: 49324.0312, Chunk_Size:   8, Batch_Size: 1, F: 39.85 ms, B: 93.13 msGT: acteria” viruses, they replicate themselves so | PD:  of the a a a of a of ||, 
Iter    160, Loss:  9.928967, PPL: 20516.1465, Chunk_Size:   8, Batch_Size: 1, F: 44.30 ms, B: 89.32 msGT:  viruses, they replicate themselves so quickly and | PD:  and a a of a of of a ||, 
Iter    161, Loss:  9.448765, PPL: 12692.4775, Chunk_Size:   8, Batch_Size: 1, F: 56.80 ms, B: 93.51 msGT:  they replicate themselves so quickly and in a | PD:  a of a of of a of file ||, 
Iter    162, Loss:  9.550591, PPL: 14053.0039, Chunk_Size:   8, Batch_Size: 1, F: 49.74 ms, B: 97.35 msGT:  themselves so quickly and in a such percentage | PD:  a of of a of file of a ||, 
Iter    163, Loss:  8.714148, PPL: 6088.4424, Chunk_Size:   8, Batch_Size: 1, F: 38.43 ms, B: 96.78 msGT:  quickly and in a such percentage that the | PD:  of a of file of a and file ||, 
Iter    164, Loss: 10.073646, PPL: 23709.8438, Chunk_Size:   8, Batch_Size: 1, F: 47.72 ms, B: 92.61 msGT:  in a such percentage that the harddisk | PD:  of file of a and file of of ||, 
Iter    165, Loss: 10.594300, PPL: 39906.7305, Chunk_Size:   8, Batch_Size: 1, F: 45.25 ms, B: 104.41 msGT:  such percentage that the harddisk will run | PD:  of a and file of of and of ||, 
Iter    166, Loss: 10.542364, PPL: 37887.0312, Chunk_Size:   8, Batch_Size: 1, F: 43.88 ms, B: 105.00 msGT:  that the harddisk will run very soon | PD:  and file of of and of a a ||, 
Iter    167, Loss: 10.290205, PPL: 29442.8086, Chunk_Size:   8, Batch_Size: 1, F: 42.31 ms, B: 102.97 msGT:  harddisk will run very soon out of | PD:  of of and of a a a a ||, 
Iter    168, Loss: 10.019933, PPL: 22469.9180, Chunk_Size:   8, Batch_Size: 1, F: 44.13 ms, B: 111.27 msGT:  will run very soon out of free space | PD:  and of a a a a of of ||, 
Iter    169, Loss:  9.490504, PPL: 13233.4668, Chunk_Size:   8, Batch_Size: 1, F: 46.68 ms, B: 92.75 msGT:  very soon out of free space.\n– | PD:  a a a a of ofA of ||, 
Iter    170, Loss:  8.799088, PPL: 6628.1997, Chunk_Size:   8, Batch_Size: 1, F: 37.46 ms, B: 114.11 msGT:  out of free space.\n– a trigger | PD:  of a of ofA of file of ||, 
Iter    171, Loss:  9.139320, PPL: 9314.4326, Chunk_Size:   8, Batch_Size: 1, F: 42.50 ms, B: 164.65 msGT:  free space.\n– a trigger is designed | PD:  of ofA of file of a of ||, 
Iter    172, Loss:  8.476378, PPL: 4800.0347, Chunk_Size:   8, Batch_Size: 1, F: 49.53 ms, B: 102.32 msGT: .\n– a trigger is designed to activate | PD: A of file of a of the of ||, 
Iter    173, Loss:  8.847576, PPL: 6957.5049, Chunk_Size:   8, Batch_Size: 1, F: 37.05 ms, B: 102.01 msGT:  a trigger is designed to activate a task | PD:  file a a a a of file a ||, 
Iter    174, Loss:  8.239014, PPL: 3785.8044, Chunk_Size:   8, Batch_Size: 1, F: 43.39 ms, B: 101.82 msGT:  is designed to activate a task of the | PD:  a a a of file a a file ||, 
Iter    175, Loss:  7.727169, PPL: 2269.1680, Chunk_Size:   8, Batch_Size: 1, F: 38.94 ms, B: 106.86 msGT:  to activate a task of the virus, | PD:  a a file a a a a the ||, 
Iter    176, Loss:  8.723202, PPL: 6143.8188, Chunk_Size:   8, Batch_Size: 1, F: 42.09 ms, B: 110.67 msGT:  a task of the virus, as displaying | PD:  file a a a a the a a ||, 
Iter    177, Loss:  9.077881, PPL: 8759.3838, Chunk_Size:   8, Batch_Size: 1, F: 42.89 ms, B: 96.31 msGT:  of the virus, as displaying strange messages | PD:  a a a the a a a a ||, 
Iter    178, Loss: 10.132065, PPL: 25136.2148, Chunk_Size:   8, Batch_Size: 1, F: 45.34 ms, B: 115.61 msGT:  virus, as displaying strange messages, deleting | PD:  a the a a a a the a ||, 
Iter    179, Loss: 10.230211, PPL: 27728.3672, Chunk_Size:   8, Batch_Size: 1, F: 43.81 ms, B: 97.02 msGT:  as displaying strange messages, deleting files, | PD:  a a a a the a the the ||, 
Iter    180, Loss:  9.135768, PPL: 9281.4023, Chunk_Size:   8, Batch_Size: 1, F: 42.56 ms, B: 106.03 msGT:  strange messages, deleting files, sending emails | PD:  a a the a the the a a ||, 
Iter    181, Loss:  8.689227, PPL: 5938.5908, Chunk_Size:   8, Batch_Size: 1, F: 40.05 ms, B: 102.48 msGT: , deleting files, sending emails, begin | PD:  the a the the a a the a ||, 
Iter    182, Loss:  8.794100, PPL: 6595.2158, Chunk_Size:   8, Batch_Size: 1, F: 46.73 ms, B: 112.56 msGT:  files, sending emails, begin the replicate | PD: , the a a the a a the ||, 
Iter    183, Loss:  9.112524, PPL: 9068.1543, Chunk_Size:   8, Batch_Size: 1, F: 44.08 ms, B: 116.22 msGT:  sending emails, begin the replicate process or | PD:  the a the the a the the a ||, 
Iter    184, Loss:  9.099607, PPL: 8951.7783, Chunk_Size:   8, Batch_Size: 1, F: 53.26 ms, B: 96.72 msGT: , begin the replicate process or whatever the | PD:  the the the the, a the the ||, 
Iter    185, Loss:  9.430979, PPL: 12468.7256, Chunk_Size:   8, Batch_Size: 1, F: 43.21 ms, B: 118.07 msGT:  the replicate process or whatever the programmer  | PD:  the the, the the the,, ||, 
Iter    186, Loss:  9.433384, PPL: 12498.7510, Chunk_Size:   8, Batch_Size: 1, F: 44.89 ms, B: 95.61 msGT:  process or whatever the programmer write in his | PD: , the the the,, a, ||, 
Iter    187, Loss:  9.496773, PPL: 13316.6816, Chunk_Size:   8, Batch_Size: 1, F: 41.70 ms, B: 96.00 msGT:  whatever the programmer write in his malicious co | PD:  the the,, the,,, ||, 
Iter    188, Loss: 10.199570, PPL: 26891.6113, Chunk_Size:   8, Batch_Size: 1, F: 46.28 ms, B: 101.76 msGT:  programmer write in his malicious code. The | PD: ,, the,,,, the ||, 
Iter    189, Loss: 10.612986, PPL: 40659.4141, Chunk_Size:   8, Batch_Size: 1, F: 43.69 ms, B: 121.95 msGT:  in his malicious code. The trigger can | PD:  the,,,, the,, ||, 
Iter    190, Loss: 10.032197, PPL: 22747.1914, Chunk_Size:   8, Batch_Size: 1, F: 39.91 ms, B: 100.54 msGT:  malicious code. The trigger can be a | PD: ,,, the,,,, ||, 
Iter    191, Loss:  9.425361, PPL: 12398.8711, Chunk_Size:   8, Batch_Size: 1, F: 43.69 ms, B: 102.45 msGT: . The trigger can be a certain date | PD: , the,,,,,, ||, 
Iter    192, Loss:  9.601542, PPL: 14787.5732, Chunk_Size:   8, Batch_Size: 1, F: 39.26 ms, B: 92.31 msGT:  trigger can be a certain date in calendar | PD: , the,,,, the, ||, 
Iter    193, Loss:  9.907842, PPL: 20087.2715, Chunk_Size:   8, Batch_Size: 1, F: 46.96 ms, B: 106.83 msGT:  be a certain date in calendar–formerly | PD: ,,, the the, the, ||, 
Iter    194, Loss: 10.298725, PPL: 29694.7363, Chunk_Size:   8, Batch_Size: 1, F: 49.62 ms, B: 90.16 msGT:  certain date in calendar–formerly know as | PD: , the the, the,, the ||, 
Iter    195, Loss: 11.008542, PPL: 60387.7852, Chunk_Size:   8, Batch_Size: 1, F: 47.50 ms, B: 99.53 msGT:  in calendar–formerly know as Time Bomb | PD:  the, the,, the, the ||, 
Iter    196, Loss:  8.872643, PPL: 7134.1084, Chunk_Size:   8, Batch_Size: 1, F: 46.64 ms, B: 92.48 msGT: –formerly know as Time Bombs, | PD:  the,, the, the, the ||, 
Iter    197, Loss:  8.445249, PPL: 4652.9121, Chunk_Size:   8, Batch_Size: 1, F: 46.95 ms, B: 90.27 msGT:  know as Time Bombs, the time | PD:  the the, the, the the, ||, 
Iter    198, Loss:  8.506765, PPL: 4948.1313, Chunk_Size:   8, Batch_Size: 1, F: 42.19 ms, B: 95.16 msGT:  Time Bombs, the time when some | PD:  in the, the the the the the ||, 
Iter    199, Loss:  8.063440, PPL: 3176.1987, Chunk_Size:   8, Batch_Size: 1, F: 45.82 ms, B: 89.35 msGT: s, the time when some event occur | PD: , the the in in in in the ||, 
Iter    200, Loss:  9.327658, PPL: 11244.7617, Chunk_Size:   8, Batch_Size: 1, F: 41.90 ms, B: 118.84 msGT:  the time when some event occur, opening | PD:  the in in in in the the the ||, 
Iter    201, Loss:  9.362341, PPL: 11641.6094, Chunk_Size:   8, Batch_Size: 1, F: 46.80 ms, B: 107.48 msGT:  when some event occur, opening a certain | PD:  in in in the the in in in ||, 
Iter    202, Loss:  8.631819, PPL: 5607.2676, Chunk_Size:   8, Batch_Size: 1, F: 47.58 ms, B: 93.95 msGT:  event occur, opening a certain program or | PD:  in in the in in in, in ||, 
Iter    203, Loss:  9.235707, PPL: 10256.9141, Chunk_Size:   8, Batch_Size: 1, F: 37.35 ms, B: 119.98 msGT: , opening a certain program or other users | PD:  the in in in, in in in ||, 
Iter    204, Loss:  8.502393, PPL: 4926.5430, Chunk_Size:   8, Batch_Size: 1, F: 51.27 ms, B: 102.47 msGT:  a certain program or other users actions. | PD:  in a, in in in, in ||, 
Iter    205, Loss:  7.244750, PPL: 1400.7317, Chunk_Size:   8, Batch_Size: 1, F: 44.34 ms, B: 106.11 msGT:  program or other users actions. The trigger | PD: , in in in, in in in ||, 
Iter    206, Loss:  7.715808, PPL: 2243.5349, Chunk_Size:   8, Batch_Size: 1, F: 42.98 ms, B: 123.77 msGT:  other users actions. The trigger is very | PD:  in,,, in in a a ||, 
Iter    207, Loss:  6.508578, PPL:  670.8716, Chunk_Size:   8, Batch_Size: 1, F: 41.16 ms, B: 101.58 msGT:  actions. The trigger is very important for | PD: ,, in a a a, a ||, 
Iter    208, Loss:  7.218591, PPL: 1364.5647, Chunk_Size:   8, Batch_Size: 1, F: 51.08 ms, B: 107.16 msGT:  The trigger is very important for the virus | PD:  in a a a, a virus, ||, 
Iter    209, Loss:  7.831109, PPL: 2517.7190, Chunk_Size:   8, Batch_Size: 1, F: 40.95 ms, B: 97.61 msGT:  is very important for the virus spreading, | PD:  a a, a virus, a the ||, 
Iter    210, Loss:  8.005282, PPL: 2996.7463, Chunk_Size:   8, Batch_Size: 1, F: 40.51 ms, B: 102.02 msGT:  important for the virus spreading, because once | PD: , a virus, a the in, ||, 
Iter    211, Loss:  8.291531, PPL: 3989.9365, Chunk_Size:   8, Batch_Size: 1, F: 39.06 ms, B: 104.52 msGT:  the virus spreading, because once infected the | PD:  virus,, the a,, virus ||, 
Iter    212, Loss:  9.018852, PPL: 8257.2949, Chunk_Size:   8, Batch_Size: 1, F: 39.52 ms, B: 102.72 msGT:  spreading, because once infected the user will | PD: , the the,, virus the the ||, 
Iter    213, Loss:  9.714952, PPL: 16563.4277, Chunk_Size:   8, Batch_Size: 1, F: 52.99 ms, B: 98.04 msGT:  because once infected the user will notice nothin | PD:  the,, virus the the the, ||, 
Iter    214, Loss:  8.483160, PPL: 4832.6973, Chunk_Size:   8, Batch_Size: 1, F: 45.20 ms, B: 98.39 msGT:  infected the user will notice nothing strange in | PD:  the virus the the the, the a ||, 
Iter    215, Loss:  8.184496, PPL: 3584.9360, Chunk_Size:   8, Batch_Size: 1, F: 39.49 ms, B: 99.36 msGT:  user will notice nothing strange in his computer | PD:  the the the the the the,, ||, 
Iter    216, Loss:  7.432799, PPL: 1690.5325, Chunk_Size:   8, Batch_Size: 1, F: 51.10 ms, B: 88.89 msGT:  notice nothing strange in his computer, and | PD:  the the the the,, the the ||, 
Iter    217, Loss:  6.927944, PPL: 1020.3941, Chunk_Size:   8, Batch_Size: 1, F: 41.38 ms, B: 107.77 msGT:  strange in his computer, and will continue | PD:  the the,, the the the, ||, 
Iter    218, Loss:  6.624083, PPL:  753.0134, Chunk_Size:   8, Batch_Size: 1, F: 75.00 ms, B: 92.46 msGT:  his computer, and will continue to spread | PD: ,, the the the, the the ||, 
Iter    219, Loss:  6.860401, PPL:  953.7496, Chunk_Size:   8, Batch_Size: 1, F: 38.86 ms, B: 105.50 msGT: , and will continue to spread the virus | PD:  the the the, the the virus, ||, 
Iter    220, Loss:  7.263032, PPL: 1426.5759, Chunk_Size:   8, Batch_Size: 1, F: 43.84 ms, B: 100.28 msGT:  will continue to spread the virus without to | PD:  the, the the virus, the the ||, 
Iter    221, Loss:  7.043428, PPL: 1145.3075, Chunk_Size:   8, Batch_Size: 1, F: 47.42 ms, B: 131.28 msGT:  to spread the virus without to suspect anything | PD:  the the virus, the the,, ||, 
Iter    222, Loss:  8.262949, PPL: 3877.5120, Chunk_Size:   8, Batch_Size: 1, F: 40.98 ms, B: 106.94 msGT:  the virus without to suspect anything. Other | PD:  virus, the the,,pik the ||, 
Iter    223, Loss:  9.045652, PPL: 8481.5820, Chunk_Size:   8, Batch_Size: 1, F: 47.92 ms, B: 112.39 msGT:  without to suspect anything. Other reason of | PD:  the the,,pik the, the ||, 
Iter    224, Loss:  9.071593, PPL: 8704.4814, Chunk_Size:   8, Batch_Size: 1, F: 40.55 ms, B: 110.93 msGT:  suspect anything. Other reason of this delaying | PD: ,,pik the, the the the ||, 
Iter    225, Loss:  9.530340, PPL: 13771.2754, Chunk_Size:   8, Batch_Size: 1, F: 39.29 ms, B: 104.55 msGT: . Other reason of this delaying of infection | PD:  The the, the the the the the ||, 
Iter    226, Loss:  8.555700, PPL: 5196.2910, Chunk_Size:   8, Batch_Size: 1, F: 49.68 ms, B: 120.17 msGT:  reason of this delaying of infection symptoms is | PD: , the the the the the the, ||, 
Iter    227, Loss:  7.499650, PPL: 1807.4088, Chunk_Size:   8, Batch_Size: 1, F: 44.81 ms, B: 116.47 msGT:  this delaying of infection symptoms is for viruse | PD: , the the the the, the, ||, 
Iter    228, Loss:  8.244213, PPL: 3805.5398, Chunk_Size:   8, Batch_Size: 1, F: 50.32 ms, B: 112.84 msGT:  of infection symptoms is for viruses to hide | PD:  the to the, the,,, ||, 
Iter    229, Loss:  7.619780, PPL: 2038.1128, Chunk_Size:   8, Batch_Size: 1, F: 45.00 ms, B: 111.17 msGT:  symptoms is for viruses to hide its tracks | PD:  of, the,,, to to ||, 
Iter    230, Loss:  7.236139, PPL: 1388.7222, Chunk_Size:   8, Batch_Size: 1, F: 48.80 ms, B: 117.85 msGT:  for viruses to hide its tracks, the | PD:  the to to to to to the virus ||, 
Iter    231, Loss:  9.213343, PPL: 10030.0684, Chunk_Size:   8, Batch_Size: 1, F: 43.44 ms, B: 98.94 msGT:  to hide its tracks, the user simply | PD:  to to to to the virus of to ||, 
